Figure,Setting,Indicator,Group,Subgroup,Time,Start_Time,End_Time,Value,Measure
1,IP,Non-COVID-19,Age,0-4 Years,28,07/08/2020 12:00:00 AM,07/14/2020 12:00:00 AM,80.3,Percent
1,IP,Non-COVID-19,Age,0-4 Years,29,07/15/2020 12:00:00 AM,07/21/2020 12:00:00 AM,72.5,Percent
1,IP,Non-COVID-19,Age,0-4 Years,30,07/22/2020 12:00:00 AM,07/28/2020 12:00:00 AM,72.6,Percent
1,IP,Non-COVID-19,Age,0-4 Years,31,07/29/2020 12:00:00 AM,08/04/2020 12:00:00 AM,67.9,Percent
1,IP,Non-COVID-19,Age,0-4 Years,32,08/05/2020 12:00:00 AM,08/11/2020 12:00:00 AM,67.1,Percent
1,IP,Non-COVID-19,Age,0-4 Years,33,08/12/2020 12:00:00 AM,08/18/2020 12:00:00 AM,70.2,Percent
1,IP,Non-COVID-19,Age,0-4 Years,34,08/19/2020 12:00:00 AM,08/25/2020 12:00:00 AM,62.3,Percent
1,IP,Non-COVID-19,Age,0-4 Years,35,08/26/2020 12:00:00 AM,09/01/2020 12:00:00 AM,56.2,Percent
1,IP,Non-COVID-19,Age,0-4 Years,36,09/02/2020 12:00:00 AM,09/08/2020 12:00:00 AM,58.9,Percent
1,IP,Non-COVID-19,Age,0-4 Years,37,09/09/2020 12:00:00 AM,09/15/2020 12:00:00 AM,56.2,Percent
1,IP,Non-COVID-19,Age,0-4 Years,38,09/16/2020 12:00:00 AM,09/22/2020 12:00:00 AM,58.6,Percent
1,IP,Non-COVID-19,Age,0-4 Years,39,09/23/2020 12:00:00 AM,09/29/2020 12:00:00 AM,55.4,Percent
1,IP,Non-COVID-19,Age,0-4 Years,40,09/30/2020 12:00:00 AM,10/06/2020 12:00:00 AM,53.3,Percent
1,IP,Non-COVID-19,Age,0-4 Years,41,10/07/2020 12:00:00 AM,10/13/2020 12:00:00 AM,47.7,Percent
1,IP,Non-COVID-19,Age,0-4 Years,42,10/14/2020 12:00:00 AM,10/20/2020 12:00:00 AM,46.9,Percent
1,IP,Non-COVID-19,Age,0-4 Years,43,10/21/2020 12:00:00 AM,10/27/2020 12:00:00 AM,48.3,Percent
1,IP,Non-COVID-19,Age,0-4 Years,44,10/28/2020 12:00:00 AM,11/03/2020 12:00:00 AM,54.6,Percent
1,IP,Non-COVID-19,Age,0-4 Years,45,11/04/2020 12:00:00 AM,11/10/2020 12:00:00 AM,48.7,Percent
1,IP,Non-COVID-19,Age,0-4 Years,46,11/11/2020 12:00:00 AM,11/17/2020 12:00:00 AM,48.4,Percent
1,IP,Non-COVID-19,Age,0-4 Years,47,11/18/2020 12:00:00 AM,11/24/2020 12:00:00 AM,48.0,Percent
1,IP,Non-COVID-19,Age,0-4 Years,48,11/25/2020 12:00:00 AM,12/01/2020 12:00:00 AM,53.3,Percent
1,IP,Non-COVID-19,Age,0-4 Years,49,12/02/2020 12:00:00 AM,12/08/2020 12:00:00 AM,51.1,Percent
1,IP,Non-COVID-19,Age,0-4 Years,50,12/09/2020 12:00:00 AM,12/15/2020 12:00:00 AM,53.0,Percent
1,IP,Non-COVID-19,Age,0-4 Years,51,12/16/2020 12:00:00 AM,12/22/2020 12:00:00 AM,50.0,Percent
1,IP,Non-COVID-19,Age,0-4 Years,52,12/23/2020 12:00:00 AM,12/29/2020 12:00:00 AM,62.4,Percent
1,IP,Non-COVID-19,Age,0-4 Years,53,12/30/2020 12:00:00 AM,01/05/2021 12:00:00 AM,60.7,Percent
1,IP,Non-COVID-19,Age,0-4 Years,54,01/06/2021 12:00:00 AM,01/12/2021 12:00:00 AM,50.8,Percent
1,IP,Non-COVID-19,Age,0-4 Years,55,01/13/2021 12:00:00 AM,01/19/2021 12:00:00 AM,48.4,Percent
1,IP,Non-COVID-19,Age,0-4 Years,56,01/20/2021 12:00:00 AM,01/26/2021 12:00:00 AM,46.0,Percent
1,IP,Non-COVID-19,Age,0-4 Years,57,01/27/2021 12:00:00 AM,02/02/2021 12:00:00 AM,43.8,Percent
1,IP,Non-COVID-19,Age,0-4 Years,58,02/03/2021 12:00:00 AM,02/09/2021 12:00:00 AM,49.8,Percent
1,IP,Non-COVID-19,Age,0-4 Years,59,02/10/2021 12:00:00 AM,02/16/2021 12:00:00 AM,52.7,Percent
1,IP,Non-COVID-19,Age,0-4 Years,60,02/17/2021 12:00:00 AM,02/23/2021 12:00:00 AM,53.0,Percent
1,IP,Non-COVID-19,Age,0-4 Years,61,02/24/2021 12:00:00 AM,03/02/2021 12:00:00 AM,44.5,Percent
1,IP,Non-COVID-19,Age,0-4 Years,62,03/03/2021 12:00:00 AM,03/09/2021 12:00:00 AM,48.7,Percent
1,IP,Non-COVID-19,Age,0-4 Years,63,03/10/2021 12:00:00 AM,03/16/2021 12:00:00 AM,42.5,Percent
1,IP,Non-COVID-19,Age,0-4 Years,64,03/17/2021 12:00:00 AM,03/23/2021 12:00:00 AM,43.7,Percent
1,IP,Non-COVID-19,Age,0-4 Years,65,03/24/0201 12:00:00 AM,03/30/2021 12:00:00 AM,40.8,Percent
1,IP,Non-COVID-19,Age,18-29 Years,12,03/18/2020 12:00:00 AM,03/24/2020 12:00:00 AM,96.1,Percent
1,IP,Non-COVID-19,Age,18-29 Years,13,03/25/2020 12:00:00 AM,03/31/2020 12:00:00 AM,91.1,Percent
1,IP,Non-COVID-19,Age,18-29 Years,14,04/01/2020 12:00:00 AM,04/07/2020 12:00:00 AM,88.9,Percent
1,IP,Non-COVID-19,Age,18-29 Years,15,04/08/2020 12:00:00 AM,04/14/2020 12:00:00 AM,87.3,Percent
1,IP,Non-COVID-19,Age,18-29 Years,16,04/15/2020 12:00:00 AM,04/21/2020 12:00:00 AM,88.8,Percent
1,IP,Non-COVID-19,Age,18-29 Years,17,04/22/2020 12:00:00 AM,04/28/2020 12:00:00 AM,91.3,Percent
1,IP,Non-COVID-19,Age,18-29 Years,18,04/29/2020 12:00:00 AM,05/05/2020 12:00:00 AM,90.9,Percent
1,IP,Non-COVID-19,Age,18-29 Years,19,05/06/2020 12:00:00 AM,05/12/2020 12:00:00 AM,89.5,Percent
1,IP,Non-COVID-19,Age,18-29 Years,20,05/13/2020 12:00:00 AM,05/19/2020 12:00:00 AM,89.4,Percent
1,IP,Non-COVID-19,Age,18-29 Years,21,05/20/2020 12:00:00 AM,05/26/2020 12:00:00 AM,87.5,Percent
1,IP,Non-COVID-19,Age,18-29 Years,22,05/27/2020 12:00:00 AM,06/02/2020 12:00:00 AM,90.5,Percent
1,IP,Non-COVID-19,Age,18-29 Years,23,06/03/2020 12:00:00 AM,06/09/2020 12:00:00 AM,88.8,Percent
1,IP,Non-COVID-19,Age,18-29 Years,24,06/10/2020 12:00:00 AM,06/16/2020 12:00:00 AM,89.8,Percent
1,IP,Non-COVID-19,Age,18-29 Years,25,06/17/2020 12:00:00 AM,06/23/2020 12:00:00 AM,86.4,Percent
1,IP,Non-COVID-19,Age,18-29 Years,26,06/24/2020 12:00:00 AM,06/30/2020 12:00:00 AM,89.0,Percent
1,IP,Non-COVID-19,Age,18-29 Years,27,07/01/2020 12:00:00 AM,07/07/2020 12:00:00 AM,86.2,Percent
1,IP,Non-COVID-19,Age,18-29 Years,28,07/08/2020 12:00:00 AM,07/14/2020 12:00:00 AM,88.5,Percent
1,IP,Non-COVID-19,Age,18-29 Years,29,07/15/2020 12:00:00 AM,07/21/2020 12:00:00 AM,87.8,Percent
1,IP,Non-COVID-19,Age,18-29 Years,30,07/22/2020 12:00:00 AM,07/28/2020 12:00:00 AM,83.5,Percent
1,IP,Non-COVID-19,Age,18-29 Years,31,07/29/2020 12:00:00 AM,08/04/2020 12:00:00 AM,79.4,Percent
1,IP,Non-COVID-19,Age,18-29 Years,32,08/05/2020 12:00:00 AM,08/11/2020 12:00:00 AM,76.0,Percent
1,IP,Non-COVID-19,Age,18-29 Years,33,08/12/2020 12:00:00 AM,08/18/2020 12:00:00 AM,75.5,Percent
1,IP,Non-COVID-19,Age,18-29 Years,34,08/19/2020 12:00:00 AM,08/25/2020 12:00:00 AM,77.9,Percent
1,IP,Non-COVID-19,Age,18-29 Years,35,08/26/2020 12:00:00 AM,09/01/2020 12:00:00 AM,72.3,Percent
1,IP,Non-COVID-19,Age,18-29 Years,36,09/02/2020 12:00:00 AM,09/08/2020 12:00:00 AM,70.5,Percent
1,IP,Non-COVID-19,Age,18-29 Years,37,09/09/2020 12:00:00 AM,09/15/2020 12:00:00 AM,71.2,Percent
1,IP,Non-COVID-19,Age,18-29 Years,38,09/16/2020 12:00:00 AM,09/22/2020 12:00:00 AM,68.7,Percent
1,IP,Non-COVID-19,Age,18-29 Years,39,09/23/2020 12:00:00 AM,09/29/2020 12:00:00 AM,67.1,Percent
1,IP,Non-COVID-19,Age,18-29 Years,40,09/30/2020 12:00:00 AM,10/06/2020 12:00:00 AM,66.4,Percent
1,IP,Non-COVID-19,Age,18-29 Years,41,10/07/2020 12:00:00 AM,10/13/2020 12:00:00 AM,66.4,Percent
1,IP,Non-COVID-19,Age,18-29 Years,42,10/14/2020 12:00:00 AM,10/20/2020 12:00:00 AM,66.8,Percent
1,IP,Non-COVID-19,Age,18-29 Years,43,10/21/2020 12:00:00 AM,10/27/2020 12:00:00 AM,66.2,Percent
1,IP,Non-COVID-19,Age,18-29 Years,44,10/28/2020 12:00:00 AM,11/03/2020 12:00:00 AM,64.3,Percent
1,IP,Non-COVID-19,Age,18-29 Years,45,11/04/2020 12:00:00 AM,11/10/2020 12:00:00 AM,66.8,Percent
1,IP,Non-COVID-19,Age,18-29 Years,46,11/11/2020 12:00:00 AM,11/17/2020 12:00:00 AM,65.8,Percent
1,IP,Non-COVID-19,Age,18-29 Years,47,11/18/2020 12:00:00 AM,11/24/2020 12:00:00 AM,65.1,Percent
1,IP,Non-COVID-19,Age,18-29 Years,48,11/25/2020 12:00:00 AM,12/01/2020 12:00:00 AM,59.2,Percent
1,IP,Non-COVID-19,Age,18-29 Years,49,12/02/2020 12:00:00 AM,12/08/2020 12:00:00 AM,64.1,Percent
1,IP,Non-COVID-19,Age,18-29 Years,50,12/09/2020 12:00:00 AM,12/15/2020 12:00:00 AM,62.0,Percent
1,IP,Non-COVID-19,Age,18-29 Years,51,12/16/2020 12:00:00 AM,12/22/2020 12:00:00 AM,63.4,Percent
1,IP,Non-COVID-19,Age,18-29 Years,52,12/23/2020 12:00:00 AM,12/29/2020 12:00:00 AM,64.8,Percent
1,IP,Non-COVID-19,Age,18-29 Years,53,12/30/2020 12:00:00 AM,01/05/2021 12:00:00 AM,72.4,Percent
1,IP,Non-COVID-19,Age,18-29 Years,54,01/06/2021 12:00:00 AM,01/12/2021 12:00:00 AM,64.8,Percent
1,IP,Non-COVID-19,Age,18-29 Years,55,01/13/2021 12:00:00 AM,01/19/2021 12:00:00 AM,64.2,Percent
1,IP,Non-COVID-19,Age,18-29 Years,56,01/20/2021 12:00:00 AM,01/26/2021 12:00:00 AM,64.0,Percent
1,IP,Non-COVID-19,Age,18-29 Years,57,01/27/2021 12:00:00 AM,02/02/2021 12:00:00 AM,63.6,Percent
1,IP,Non-COVID-19,Age,18-29 Years,58,02/03/2021 12:00:00 AM,02/09/2021 12:00:00 AM,59.3,Percent
1,IP,Non-COVID-19,Age,18-29 Years,59,02/10/2021 12:00:00 AM,02/16/2021 12:00:00 AM,61.0,Percent
1,IP,Non-COVID-19,Age,18-29 Years,60,02/17/2021 12:00:00 AM,02/23/2021 12:00:00 AM,63.7,Percent
1,IP,Non-COVID-19,Age,18-29 Years,61,02/24/2021 12:00:00 AM,03/02/2021 12:00:00 AM,66.5,Percent
1,IP,Non-COVID-19,Age,18-29 Years,62,03/03/2021 12:00:00 AM,03/09/2021 12:00:00 AM,62.9,Percent
1,IP,Non-COVID-19,Age,18-29 Years,63,03/10/2021 12:00:00 AM,03/16/2021 12:00:00 AM,62.8,Percent
1,IP,Non-COVID-19,Age,18-29 Years,64,03/17/2021 12:00:00 AM,03/23/2021 12:00:00 AM,62.3,Percent
1,IP,Non-COVID-19,Age,18-29 Years,65,03/24/0201 12:00:00 AM,03/30/2021 12:00:00 AM,59.8,Percent
1,IP,Non-COVID-19,Age,30-49 Years,12,03/18/2020 12:00:00 AM,03/24/2020 12:00:00 AM,87.3,Percent
1,IP,Non-COVID-19,Age,30-49 Years,13,03/25/2020 12:00:00 AM,03/31/2020 12:00:00 AM,74.6,Percent
1,IP,Non-COVID-19,Age,30-49 Years,14,04/01/2020 12:00:00 AM,04/07/2020 12:00:00 AM,72.9,Percent
1,IP,Non-COVID-19,Age,30-49 Years,15,04/08/2020 12:00:00 AM,04/14/2020 12:00:00 AM,75.8,Percent
1,IP,Non-COVID-19,Age,30-49 Years,16,04/15/2020 12:00:00 AM,04/21/2020 12:00:00 AM,81.5,Percent
1,IP,Non-COVID-19,Age,30-49 Years,17,04/22/2020 12:00:00 AM,04/28/2020 12:00:00 AM,83.8,Percent
1,IP,Non-COVID-19,Age,30-49 Years,18,04/29/2020 12:00:00 AM,05/05/2020 12:00:00 AM,89.0,Percent
1,IP,Non-COVID-19,Age,30-49 Years,19,05/06/2020 12:00:00 AM,05/12/2020 12:00:00 AM,89.2,Percent
1,IP,Non-COVID-19,Age,30-49 Years,20,05/13/2020 12:00:00 AM,05/19/2020 12:00:00 AM,88.1,Percent
1,IP,Non-COVID-19,Age,30-49 Years,21,05/20/2020 12:00:00 AM,05/26/2020 12:00:00 AM,88.6,Percent
1,IP,Non-COVID-19,Age,30-49 Years,22,05/27/2020 12:00:00 AM,06/02/2020 12:00:00 AM,89.3,Percent
1,IP,Non-COVID-19,Age,30-49 Years,23,06/03/2020 12:00:00 AM,06/09/2020 12:00:00 AM,89.4,Percent
1,IP,Non-COVID-19,Age,30-49 Years,24,06/10/2020 12:00:00 AM,06/16/2020 12:00:00 AM,89.7,Percent
1,IP,Non-COVID-19,Age,30-49 Years,25,06/17/2020 12:00:00 AM,06/23/2020 12:00:00 AM,89.9,Percent
1,IP,Non-COVID-19,Age,30-49 Years,26,06/24/2020 12:00:00 AM,06/30/2020 12:00:00 AM,88.2,Percent
1,IP,Non-COVID-19,Age,30-49 Years,27,07/01/2020 12:00:00 AM,07/07/2020 12:00:00 AM,88.1,Percent
1,IP,Non-COVID-19,Age,30-49 Years,28,07/08/2020 12:00:00 AM,07/14/2020 12:00:00 AM,86.5,Percent
1,IP,Non-COVID-19,Age,30-49 Years,29,07/15/2020 12:00:00 AM,07/21/2020 12:00:00 AM,85.9,Percent
1,IP,Non-COVID-19,Age,30-49 Years,30,07/22/2020 12:00:00 AM,07/28/2020 12:00:00 AM,83.1,Percent
1,IP,Non-COVID-19,Age,30-49 Years,31,07/29/2020 12:00:00 AM,08/04/2020 12:00:00 AM,80.6,Percent
1,IP,Non-COVID-19,Age,30-49 Years,32,08/05/2020 12:00:00 AM,08/11/2020 12:00:00 AM,78.5,Percent
1,IP,Non-COVID-19,Age,30-49 Years,33,08/12/2020 12:00:00 AM,08/18/2020 12:00:00 AM,80.6,Percent
1,IP,Non-COVID-19,Age,30-49 Years,34,08/19/2020 12:00:00 AM,08/25/2020 12:00:00 AM,78.7,Percent
1,IP,Non-COVID-19,Age,30-49 Years,35,08/26/2020 12:00:00 AM,09/01/2020 12:00:00 AM,76.7,Percent
1,IP,Non-COVID-19,Age,30-49 Years,36,09/02/2020 12:00:00 AM,09/08/2020 12:00:00 AM,75.0,Percent
1,IP,Non-COVID-19,Age,30-49 Years,37,09/09/2020 12:00:00 AM,09/15/2020 12:00:00 AM,76.5,Percent
1,IP,Non-COVID-19,Age,30-49 Years,38,09/16/2020 12:00:00 AM,09/22/2020 12:00:00 AM,75.3,Percent
1,IP,Non-COVID-19,Age,30-49 Years,39,09/23/2020 12:00:00 AM,09/29/2020 12:00:00 AM,72.4,Percent
1,IP,Non-COVID-19,Age,30-49 Years,40,09/30/2020 12:00:00 AM,10/06/2020 12:00:00 AM,72.1,Percent
1,IP,Non-COVID-19,Age,30-49 Years,41,10/07/2020 12:00:00 AM,10/13/2020 12:00:00 AM,71.9,Percent
1,IP,Non-COVID-19,Age,30-49 Years,42,10/14/2020 12:00:00 AM,10/20/2020 12:00:00 AM,71.1,Percent
1,IP,Non-COVID-19,Age,30-49 Years,43,10/21/2020 12:00:00 AM,10/27/2020 12:00:00 AM,71.0,Percent
1,IP,Non-COVID-19,Age,30-49 Years,44,10/28/2020 12:00:00 AM,11/03/2020 12:00:00 AM,69.4,Percent
1,IP,Non-COVID-19,Age,30-49 Years,45,11/04/2020 12:00:00 AM,11/10/2020 12:00:00 AM,68.3,Percent
1,IP,Non-COVID-19,Age,30-49 Years,46,11/11/2020 12:00:00 AM,11/17/2020 12:00:00 AM,67.3,Percent
1,IP,Non-COVID-19,Age,30-49 Years,47,11/18/2020 12:00:00 AM,11/24/2020 12:00:00 AM,65.0,Percent
1,IP,Non-COVID-19,Age,30-49 Years,48,11/25/2020 12:00:00 AM,12/01/2020 12:00:00 AM,62.7,Percent
1,IP,Non-COVID-19,Age,30-49 Years,49,12/02/2020 12:00:00 AM,12/08/2020 12:00:00 AM,63.8,Percent
1,IP,Non-COVID-19,Age,30-49 Years,50,12/09/2020 12:00:00 AM,12/15/2020 12:00:00 AM,64.8,Percent
1,IP,Non-COVID-19,Age,30-49 Years,51,12/16/2020 12:00:00 AM,12/22/2020 12:00:00 AM,64.5,Percent
1,IP,Non-COVID-19,Age,30-49 Years,52,12/23/2020 12:00:00 AM,12/29/2020 12:00:00 AM,66.0,Percent
1,IP,Non-COVID-19,Age,30-49 Years,53,12/30/2020 12:00:00 AM,01/05/2021 12:00:00 AM,71.0,Percent
1,IP,Non-COVID-19,Age,30-49 Years,54,01/06/2021 12:00:00 AM,01/12/2021 12:00:00 AM,66.5,Percent
1,IP,Non-COVID-19,Age,30-49 Years,55,01/13/2021 12:00:00 AM,01/19/2021 12:00:00 AM,69.5,Percent
1,IP,Non-COVID-19,Age,30-49 Years,56,01/20/2021 12:00:00 AM,01/26/2021 12:00:00 AM,68.7,Percent
1,IP,Non-COVID-19,Age,30-49 Years,57,01/27/2021 12:00:00 AM,02/02/2021 12:00:00 AM,66.6,Percent
1,IP,Non-COVID-19,Age,30-49 Years,58,02/03/2021 12:00:00 AM,02/09/2021 12:00:00 AM,66.4,Percent
1,IP,Non-COVID-19,Age,30-49 Years,59,02/10/2021 12:00:00 AM,02/16/2021 12:00:00 AM,66.1,Percent
1,IP,Non-COVID-19,Age,30-49 Years,60,02/17/2021 12:00:00 AM,02/23/2021 12:00:00 AM,68.3,Percent
1,IP,Non-COVID-19,Age,30-49 Years,61,02/24/2021 12:00:00 AM,03/02/2021 12:00:00 AM,68.1,Percent
1,IP,Non-COVID-19,Age,30-49 Years,62,03/03/2021 12:00:00 AM,03/09/2021 12:00:00 AM,66.7,Percent
1,IP,Non-COVID-19,Age,30-49 Years,63,03/10/2021 12:00:00 AM,03/16/2021 12:00:00 AM,65.2,Percent
1,IP,Non-COVID-19,Age,30-49 Years,64,03/17/2021 12:00:00 AM,03/23/2021 12:00:00 AM,62.1,Percent
1,IP,Non-COVID-19,Age,30-49 Years,65,03/24/0201 12:00:00 AM,03/30/2021 12:00:00 AM,62.6,Percent
1,IP,Non-COVID-19,Age,5-17 Years,12,03/18/2020 12:00:00 AM,03/24/2020 12:00:00 AM,98.4,Percent
1,IP,Non-COVID-19,Age,5-17 Years,13,03/25/2020 12:00:00 AM,03/31/2020 12:00:00 AM,95.6,Percent
1,IP,Non-COVID-19,Age,5-17 Years,14,04/01/2020 12:00:00 AM,04/07/2020 12:00:00 AM,93.4,Percent
1,IP,Non-COVID-19,Age,5-17 Years,15,04/08/2020 12:00:00 AM,04/14/2020 12:00:00 AM,97.2,Percent
1,IP,Non-COVID-19,Age,5-17 Years,16,04/15/2020 12:00:00 AM,04/21/2020 12:00:00 AM,95.6,Percent
1,IP,Non-COVID-19,Age,5-17 Years,17,04/22/2020 12:00:00 AM,04/28/2020 12:00:00 AM,93.3,Percent
1,IP,Non-COVID-19,Age,5-17 Years,18,04/29/2020 12:00:00 AM,05/05/2020 12:00:00 AM,92.4,Percent
1,IP,Non-COVID-19,Age,5-17 Years,19,05/06/2020 12:00:00 AM,05/12/2020 12:00:00 AM,92.9,Percent
1,IP,Non-COVID-19,Age,5-17 Years,20,05/13/2020 12:00:00 AM,05/19/2020 12:00:00 AM,84.4,Percent
1,IP,Non-COVID-19,Age,5-17 Years,21,05/20/2020 12:00:00 AM,05/26/2020 12:00:00 AM,83.1,Percent
1,IP,Non-COVID-19,Age,5-17 Years,22,05/27/2020 12:00:00 AM,06/02/2020 12:00:00 AM,86.4,Percent
1,IP,Non-COVID-19,Age,5-17 Years,23,06/03/2020 12:00:00 AM,06/09/2020 12:00:00 AM,87.1,Percent
1,IP,Non-COVID-19,Age,5-17 Years,24,06/10/2020 12:00:00 AM,06/16/2020 12:00:00 AM,86.0,Percent
1,IP,Non-COVID-19,Age,5-17 Years,25,06/17/2020 12:00:00 AM,06/23/2020 12:00:00 AM,85.3,Percent
1,IP,Non-COVID-19,Age,5-17 Years,26,06/24/2020 12:00:00 AM,06/30/2020 12:00:00 AM,80.2,Percent
1,IP,Non-COVID-19,Age,5-17 Years,27,07/01/2020 12:00:00 AM,07/07/2020 12:00:00 AM,84.3,Percent
1,IP,Non-COVID-19,Age,5-17 Years,28,07/08/2020 12:00:00 AM,07/14/2020 12:00:00 AM,78.8,Percent
1,IP,Non-COVID-19,Age,5-17 Years,29,07/15/2020 12:00:00 AM,07/21/2020 12:00:00 AM,78.7,Percent
1,IP,Non-COVID-19,Age,5-17 Years,30,07/22/2020 12:00:00 AM,07/28/2020 12:00:00 AM,68.9,Percent
1,IP,Non-COVID-19,Age,5-17 Years,31,07/29/2020 12:00:00 AM,08/04/2020 12:00:00 AM,68.3,Percent
1,IP,Non-COVID-19,Age,5-17 Years,32,08/05/2020 12:00:00 AM,08/11/2020 12:00:00 AM,66.3,Percent
1,IP,Non-COVID-19,Age,5-17 Years,33,08/12/2020 12:00:00 AM,08/18/2020 12:00:00 AM,67.4,Percent
1,IP,Non-COVID-19,Age,5-17 Years,34,08/19/2020 12:00:00 AM,08/25/2020 12:00:00 AM,63.7,Percent
1,IP,Non-COVID-19,Age,5-17 Years,35,08/26/2020 12:00:00 AM,09/01/2020 12:00:00 AM,60.7,Percent
1,IP,Non-COVID-19,Age,5-17 Years,36,09/02/2020 12:00:00 AM,09/08/2020 12:00:00 AM,52.8,Percent
1,IP,Non-COVID-19,Age,5-17 Years,37,09/09/2020 12:00:00 AM,09/15/2020 12:00:00 AM,57.9,Percent
1,IP,Non-COVID-19,Age,5-17 Years,38,09/16/2020 12:00:00 AM,09/22/2020 12:00:00 AM,52.4,Percent
1,IP,Non-COVID-19,Age,5-17 Years,39,09/23/2020 12:00:00 AM,09/29/2020 12:00:00 AM,52.0,Percent
1,IP,Non-COVID-19,Age,5-17 Years,40,09/30/2020 12:00:00 AM,10/06/2020 12:00:00 AM,54.8,Percent
1,IP,Non-COVID-19,Age,5-17 Years,41,10/07/2020 12:00:00 AM,10/13/2020 12:00:00 AM,55.1,Percent
1,IP,Non-COVID-19,Age,5-17 Years,42,10/14/2020 12:00:00 AM,10/20/2020 12:00:00 AM,51.0,Percent
1,IP,Non-COVID-19,Age,5-17 Years,43,10/21/2020 12:00:00 AM,10/27/2020 12:00:00 AM,49.3,Percent
1,IP,Non-COVID-19,Age,5-17 Years,44,10/28/2020 12:00:00 AM,11/03/2020 12:00:00 AM,51.0,Percent
1,IP,Non-COVID-19,Age,5-17 Years,45,11/04/2020 12:00:00 AM,11/10/2020 12:00:00 AM,48.3,Percent
1,IP,Non-COVID-19,Age,5-17 Years,46,11/11/2020 12:00:00 AM,11/17/2020 12:00:00 AM,51.6,Percent
1,IP,Non-COVID-19,Age,5-17 Years,47,11/18/2020 12:00:00 AM,11/24/2020 12:00:00 AM,49.6,Percent
1,IP,Non-COVID-19,Age,5-17 Years,48,11/25/2020 12:00:00 AM,12/01/2020 12:00:00 AM,49.2,Percent
1,IP,Non-COVID-19,Age,5-17 Years,49,12/02/2020 12:00:00 AM,12/08/2020 12:00:00 AM,49.1,Percent
1,IP,Non-COVID-19,Age,5-17 Years,50,12/09/2020 12:00:00 AM,12/15/2020 12:00:00 AM,49.3,Percent
1,IP,Non-COVID-19,Age,5-17 Years,51,12/16/2020 12:00:00 AM,12/22/2020 12:00:00 AM,51.1,Percent
1,IP,Non-COVID-19,Age,5-17 Years,52,12/23/2020 12:00:00 AM,12/29/2020 12:00:00 AM,51.5,Percent
1,IP,Non-COVID-19,Age,5-17 Years,53,12/30/2020 12:00:00 AM,01/05/2021 12:00:00 AM,60.1,Percent
1,IP,Non-COVID-19,Age,5-17 Years,54,01/06/2021 12:00:00 AM,01/12/2021 12:00:00 AM,45.4,Percent
1,IP,Non-COVID-19,Age,5-17 Years,55,01/13/2021 12:00:00 AM,01/19/2021 12:00:00 AM,47.7,Percent
1,IP,Non-COVID-19,Age,5-17 Years,56,01/20/2021 12:00:00 AM,01/26/2021 12:00:00 AM,51.5,Percent
1,IP,Non-COVID-19,Age,5-17 Years,57,01/27/2021 12:00:00 AM,02/02/2021 12:00:00 AM,49.5,Percent
1,IP,Non-COVID-19,Age,5-17 Years,58,02/03/2021 12:00:00 AM,02/09/2021 12:00:00 AM,49.4,Percent
1,IP,Non-COVID-19,Age,5-17 Years,59,02/10/2021 12:00:00 AM,02/16/2021 12:00:00 AM,53.7,Percent
1,IP,Non-COVID-19,Age,5-17 Years,60,02/17/2021 12:00:00 AM,02/23/2021 12:00:00 AM,47.8,Percent
1,IP,Non-COVID-19,Age,5-17 Years,61,02/24/2021 12:00:00 AM,03/02/2021 12:00:00 AM,47.8,Percent
1,IP,Non-COVID-19,Age,5-17 Years,62,03/03/2021 12:00:00 AM,03/09/2021 12:00:00 AM,51.2,Percent
1,IP,Non-COVID-19,Age,5-17 Years,63,03/10/2021 12:00:00 AM,03/16/2021 12:00:00 AM,49.3,Percent
1,IP,Non-COVID-19,Age,5-17 Years,64,03/17/2021 12:00:00 AM,03/23/2021 12:00:00 AM,49.5,Percent
1,IP,Non-COVID-19,Age,5-17 Years,65,03/24/0201 12:00:00 AM,03/30/2021 12:00:00 AM,44.3,Percent
1,IP,Non-COVID-19,Age,50-64 Years,12,03/18/2020 12:00:00 AM,03/24/2020 12:00:00 AM,84.0,Percent
1,IP,Non-COVID-19,Age,50-64 Years,13,03/25/2020 12:00:00 AM,03/31/2020 12:00:00 AM,63.2,Percent
1,IP,Non-COVID-19,Age,50-64 Years,14,04/01/2020 12:00:00 AM,04/07/2020 12:00:00 AM,54.2,Percent
1,IP,Non-COVID-19,Age,50-64 Years,15,04/08/2020 12:00:00 AM,04/14/2020 12:00:00 AM,58.3,Percent
1,IP,Non-COVID-19,Age,50-64 Years,16,04/15/2020 12:00:00 AM,04/21/2020 12:00:00 AM,66.6,Percent
1,IP,Non-COVID-19,Age,50-64 Years,17,04/22/2020 12:00:00 AM,04/28/2020 12:00:00 AM,75.5,Percent
1,IP,Non-COVID-19,Age,50-64 Years,18,04/29/2020 12:00:00 AM,05/05/2020 12:00:00 AM,80.5,Percent
1,IP,Non-COVID-19,Age,50-64 Years,19,05/06/2020 12:00:00 AM,05/12/2020 12:00:00 AM,85.3,Percent
1,IP,Non-COVID-19,Age,50-64 Years,20,05/13/2020 12:00:00 AM,05/19/2020 12:00:00 AM,86.7,Percent
1,IP,Non-COVID-19,Age,50-64 Years,21,05/20/2020 12:00:00 AM,05/26/2020 12:00:00 AM,85.7,Percent
1,IP,Non-COVID-19,Age,50-64 Years,22,05/27/2020 12:00:00 AM,06/02/2020 12:00:00 AM,88.1,Percent
